refund_id,return_id,refund_amount,refund_status,refund_date
1326,1682,44790.77,Processed,2023-11-07
1327,3758,65938.15,Processed,2024-07-27
1328,631,21010.9,Processed,2025-06-04
1329,1002,71188.25,Pending,2024-04-22
1330,3163,79839.84,Processed,2023-10-24
1331,444,86911.35,Processed,2022-10-06
1332,4449,24275.83,Pending,2022-10-19
1333,56,83664.81,Processed,2023-02-21
1334,2680,30877.4,Processed,2023-08-22
1335,814,82500.35,Pending,2022-11-23
1336,451,89355.03,Processed,2025-07-16
1337,1800,67469.03,Processed,2024-07-09
1338,4799,73091.99,Pending,2025-05-03
1339,4029,54779.2,Pending,2025-01-15
1340,481,87936.86,Processed,2025-01-26
1341,4065,58018.34,Pending,2024-12-19
1342,1365,64204.46,Processed,2024-04-05
1343,4873,62827.93,Pending,2023-05-09
1344,528,40078.2,Pending,2024-02-17
1345,1360,66982.14,Processed,2025-09-04
1346,1031,28075.94,Processed,2023-02-03
1347,2742,27302.23,Pending,2025-05-30
1348,3749,61041.82,Pending,2023-06-12
1349,4408,21243.46,Pending,2023-12-29
1350,2155,79884.78,Processed,2024-10-20
1351,2061,63245.83,Pending,2025-03-12
1352,3672,17773.4,Processed,2024-06-14
1353,1988,79665.45,Processed,2024-05-02
1354,337,10061.55,Pending,2024-06-29
1355,3081,40190.11,Pending,2024-05-02
1356,1554,83342.97,Pending,2024-12-03
1357,2651,36620.67,Pending,2025-05-26
1358,4772,45898.52,Pending,2024-07-18
1359,1743,70300.95,Pending,2022-11-10
1360,1617,16051.89,Pending,2023-11-17
1361,3491,76718.12,Pending,2023-12-31
1362,3531,77490.21,Processed,2025-06-25
1363,1482,80124.31,Pending,2023-12-09
1364,4168,52817.53,Pending,2025-08-15
1365,2393,81267.59,Processed,2025-05-17
1366,2446,88231.19,Processed,2024-01-07
1367,474,23042.02,Processed,2022-10-23
1368,3505,15590.29,Pending,2023-03-11
1369,3827,14709.42,Pending,2024-02-08
1370,362,50840.98,Processed,2025-05-14
1371,156,30814.65,Pending,2023-01-03
1372,4052,18844.93,Pending,2025-04-08
1373,84,67943.08,Pending,2025-01-12
1374,2167,37958.79,Pending,2023-05-16
1375,2210,27747.2,Pending,2023-09-22
1376,4598,88033.52,Processed,2023-12-30
1377,619,12266.05,Pending,2024-12-06
1378,3907,71952.37,Pending,2025-02-05
1379,4763,50197.6,Pending,2023-05-05
1380,2710,17813.27,Pending,2023-06-22
1381,2039,24675.57,Pending,2024-02-16
1382,4019,66211.04,Processed,2023-11-11
1383,4916,65112.0,Pending,2023-07-29
1384,4571,52507.14,Pending,2024-11-15
1385,3002,33081.82,Processed,2023-09-05
1386,1931,57637.13,Pending,2023-06-18
1387,1831,62170.68,Pending,2024-01-20
1388,2938,33231.02,Processed,2023-12-09
1389,1798,76576.71,Processed,2024-02-20
1390,865,15714.06,Processed,2023-01-07
1391,1042,34468.32,Pending,2023-01-30
1392,3725,8874.0,Processed,2023-06-23
1393,4510,57749.87,Processed,2023-03-08
1394,3940,23168.14,Processed,2024-06-27
1395,1535,2621.18,Processed,2025-09-10
1396,896,42119.37,Processed,2023-01-15
1397,2231,76633.2,Pending,2023-05-04
1398,1350,40385.86,Pending,2023-07-24
1399,393,29420.46,Pending,2025-01-31
1400,3407,68167.82,Pending,2023-02-10
1401,2450,86087.02,Pending,2025-04-26
1402,3943,48011.74,Processed,2024-11-19
1403,332,35588.25,Pending,2024-07-06
1404,1300,86736.47,Processed,2025-05-30
1405,848,17751.52,Processed,2024-10-11
1406,3579,41124.25,Processed,2023-01-25
1407,3239,18165.32,Pending,2024-01-12
1408,2637,75642.57,Pending,2024-10-08
1409,187,40290.4,Processed,2024-09-19
1410,3982,74591.84,Pending,2025-03-10
1411,2785,71555.33,Processed,2024-12-19
1412,5,77416.3,Processed,2023-04-10
1413,2691,67839.36,Pending,2025-03-17
1414,4085,54031.76,Pending,2024-08-19
1415,10,80223.01,Processed,2022-11-03
1416,2446,14247.7,Pending,2024-05-15
1417,657,43069.53,Processed,2023-07-05
1418,4533,5778.29,Processed,2025-05-21
1419,2631,77434.28,Processed,2024-10-22
1420,5000,82903.15,Processed,2024-12-12
1421,2401,61280.69,Processed,2023-01-09
1422,3694,81944.5,Pending,2022-10-10
1423,1141,10045.55,Processed,2023-03-23
1424,3454,6640.03,Processed,2023-01-08
1425,775,72691.94,Processed,2024-07-08
1426,2454,89170.76,Pending,2024-12-24
1427,3053,60246.44,Pending,2023-11-06
1428,4239,62488.92,Pending,2023-02-15
1429,1721,63844.73,Processed,2023-01-03
1430,4,40432.04,Processed,2024-03-05
1431,1204,747.74,Pending,2024-04-24
1432,1182,67012.19,Processed,2023-07-12
1433,958,53804.03,Processed,2024-07-30
1434,1046,1859.07,Pending,2023-05-23
1435,4207,83306.92,Pending,2024-03-26
1436,1450,14515.16,Pending,2025-06-02
1437,3719,57679.45,Pending,2024-04-12
1438,4021,22004.49,Processed,2024-04-15
1439,2460,520.09,Pending,2025-05-17
1440,299,41298.4,Processed,2023-07-27
1441,4485,84415.99,Pending,2024-06-14
1442,4223,21507.01,Processed,2024-02-02
1443,3691,352.5,Pending,2022-11-06
1444,1571,81573.33,Pending,2023-01-27
1445,4343,9856.73,Pending,2023-03-04
1446,965,47342.9,Processed,2022-12-31
1447,1456,36878.35,Processed,2024-07-07
1448,488,36691.22,Processed,2023-04-05
1449,4193,15510.72,Pending,2024-10-09
1450,4788,35911.79,Pending,2025-01-30
1451,1448,45568.43,Pending,2023-01-17
1452,2423,37481.2,Pending,2023-08-07
1453,1170,9414.31,Processed,2023-09-25
1454,1520,28362.95,Pending,2025-08-09
1455,1076,72573.36,Processed,2025-07-08
1456,3923,41166.2,Pending,2023-07-05
1457,2891,38138.58,Pending,2023-12-29
1458,2635,79289.19,Processed,2024-09-10
1459,1603,12579.14,Processed,2023-12-22
1460,3953,55034.39,Pending,2023-07-25
1461,2747,54818.81,Processed,2024-02-03
1462,1375,26393.07,Processed,2024-05-29
1463,3869,58730.68,Processed,2024-12-21
1464,3160,25077.37,Processed,2022-12-28
1465,3333,66263.14,Processed,2023-06-03
1466,3985,59177.92,Pending,2025-02-22
1467,4996,16584.73,Processed,2025-03-27
1468,3030,14262.01,Processed,2023-10-15
1469,2168,72913.72,Pending,2023-01-30
1470,4512,88308.19,Processed,2024-07-25
1471,3952,27985.93,Processed,2023-08-27
1472,4714,27894.86,Pending,2024-11-21
1473,4349,76912.08,Pending,2023-06-29
1474,4869,84750.72,Pending,2022-10-26
1475,263,67463.23,Processed,2024-01-28
1476,3655,3872.34,Pending,2024-04-01
1477,3456,73098.98,Pending,2023-11-21
1478,1766,19824.77,Processed,2025-05-02
1479,112,40760.79,Processed,2024-08-01
1480,4804,16862.47,Processed,2023-08-09
1481,366,62182.69,Pending,2025-08-19
1482,4255,46753.87,Processed,2023-12-13
1483,1060,70581.75,Pending,2023-10-20
1484,1108,80913.67,Processed,2023-09-26
1485,3930,77368.39,Pending,2023-07-18
1486,980,31526.73,Pending,2023-09-13
1487,4437,71462.04,Pending,2023-06-02
1488,1351,23736.88,Pending,2023-04-28
1489,224,50739.83,Processed,2025-01-03
1490,1796,19286.57,Pending,2024-05-18
1491,876,41029.6,Pending,2025-09-01
1492,2869,39041.56,Processed,2024-10-19
1493,4250,86405.84,Processed,2024-04-06
1494,3794,9101.54,Pending,2023-01-26
1495,848,54664.11,Pending,2025-03-20
1496,358,657.36,Pending,2022-12-10
1497,1791,16632.93,Pending,2024-08-19
1498,193,53659.28,Pending,2025-06-19
1499,1132,50588.58,Processed,2022-12-29
1500,4665,47248.56,Pending,2023-03-06
1501,2664,31354.15,Processed,2025-08-15
1502,3590,8923.37,Pending,2025-01-27
1503,2137,69215.76,Processed,2023-04-04
1504,4409,69817.68,Processed,2025-06-23
1505,915,48734.4,Processed,2023-01-24
1506,4827,24491.8,Processed,2025-05-15
1507,3459,63922.53,Pending,2023-11-10
1508,3121,88620.29,Processed,2023-06-29
1509,4708,26782.37,Processed,2025-02-26
1510,4963,6225.62,Processed,2023-09-16
1511,3313,31156.63,Processed,2024-05-18
1512,1667,10295.99,Processed,2024-07-31
1513,3950,35427.89,Processed,2025-01-16
1514,3939,71694.74,Pending,2023-03-24
1515,2597,66552.55,Pending,2025-06-01
1516,1731,86351.17,Pending,2022-11-29
1517,43,18639.6,Pending,2025-06-18
1518,713,2806.33,Processed,2023-07-23
1519,4360,42151.87,Processed,2025-02-26
1520,1978,73691.34,Pending,2024-07-17
1521,4585,88291.15,Pending,2023-04-26
1522,115,5011.29,Processed,2024-10-19
1523,1826,12261.77,Processed,2025-04-30
1524,3003,89866.82,Processed,2024-05-21
1525,1817,22774.13,Processed,2022-11-07
1526,4710,79699.06,Pending,2023-07-09
1527,2147,79941.83,Processed,2023-03-19
1528,1185,86291.4,Processed,2023-04-29
1529,2827,27899.36,Pending,2025-07-17
1530,1651,62450.04,Processed,2024-06-27
1531,3553,86137.54,Pending,2025-05-11
1532,3390,39657.96,Processed,2024-11-18
1533,450,8102.82,Pending,2024-05-14
1534,1166,55843.82,Pending,2024-07-04
1535,815,2252.55,Processed,2023-01-02
1536,3253,86114.37,Pending,2024-09-28
1537,1963,16553.12,Processed,2025-06-06
1538,2774,63852.66,Pending,2025-06-01
1539,4914,44979.33,Processed,2023-06-21
1540,3120,80623.38,Processed,2024-07-12
1541,91,20730.76,Processed,2022-09-20
1542,4260,25496.73,Pending,2024-01-19
1543,4157,84406.37,Processed,2024-10-17
1544,2903,27109.31,Processed,2024-12-09
1545,1770,24736.38,Pending,2024-03-11
1546,706,4497.95,Pending,2024-06-04
1547,1125,55953.76,Processed,2023-05-10
1548,987,66117.0,Pending,2024-12-17
1549,1627,50349.09,Pending,2024-04-05
1550,2329,39473.77,Pending,2024-02-21
1551,2673,32594.77,Pending,2023-12-21
1552,2389,47908.01,Processed,2024-12-25
1553,4285,17836.94,Processed,2025-02-05
1554,127,51196.52,Processed,2023-03-13
1555,2599,70153.44,Processed,2025-03-19
1556,3640,39735.35,Processed,2024-06-03
1557,1409,87242.0,Processed,2023-07-17
1558,44,3598.71,Pending,2023-01-31
1559,609,64612.65,Processed,2022-11-29
1560,4152,8485.24,Processed,2024-06-03
1561,2486,66207.31,Pending,2025-03-10
1562,2898,40457.27,Processed,2022-10-08
1563,2900,17778.53,Pending,2024-12-25
1564,306,38398.84,Processed,2023-03-16
1565,169,3817.24,Pending,2025-08-30
1566,4250,2918.41,Processed,2022-11-16
1567,1936,89815.46,Pending,2024-11-23
1568,2785,82749.13,Processed,2023-07-06
1569,3108,72183.91,Processed,2022-10-22
1570,2421,41966.3,Pending,2023-09-07
1571,88,35389.27,Processed,2025-09-10
1572,119,71780.28,Pending,2023-10-14
1573,2241,6828.69,Pending,2025-08-26
1574,2663,49606.46,Pending,2024-09-19
1575,1213,87771.7,Processed,2025-03-15
1576,877,12196.56,Processed,2025-02-20
1577,80,11731.59,Processed,2023-04-06
1578,2119,27991.24,Pending,2024-02-12
1579,1507,78919.64,Processed,2025-01-28
1580,125,8460.27,Processed,2023-07-02
1581,2161,19316.01,Pending,2023-07-08
1582,835,27454.61,Processed,2023-08-19
1583,4701,64898.88,Processed,2023-10-08
1584,1490,44038.87,Pending,2024-04-29
1585,2223,58950.0,Processed,2023-10-18
1586,2589,6035.1,Pending,2024-05-02
1587,1653,51378.9,Pending,2023-12-04
1588,2932,68964.81,Pending,2023-05-02
1589,3604,39522.0,Pending,2025-01-12
1590,3912,83703.6,Processed,2025-02-21
1591,1333,53488.74,Processed,2024-02-16
1592,4497,6901.17,Pending,2023-07-08
1593,2863,70055.25,Pending,2023-11-01
1594,176,30111.94,Pending,2025-02-20
1595,90,20226.16,Processed,2024-11-19
1596,4589,14252.28,Processed,2023-03-20
1597,3621,16240.2,Processed,2025-06-11
1598,628,29026.27,Processed,2024-04-01
1599,882,22665.13,Pending,2023-07-15
1600,4113,32359.26,Processed,2023-12-20
1601,4346,62572.32,Pending,2023-10-11
1602,1774,57140.0,Pending,2025-05-09
1603,2088,467.74,Processed,2024-10-09
1604,4628,37308.35,Pending,2023-07-28
1605,2215,10355.64,Pending,2025-06-09
1606,4972,77956.64,Processed,2023-06-06
1607,2410,88091.79,Pending,2023-06-19
1608,1325,82340.25,Pending,2024-03-16
1609,124,80587.08,Pending,2025-05-13
1610,1920,47938.34,Pending,2023-03-18
1611,1347,49141.74,Pending,2023-02-25
1612,197,25290.03,Pending,2024-02-29
1613,3480,21803.28,Processed,2025-04-19
1614,781,70784.97,Pending,2023-02-22
1615,1105,35172.44,Processed,2024-09-06
1616,87,58318.5,Pending,2024-11-17
1617,1497,55239.66,Pending,2025-08-20
1618,2478,42067.78,Pending,2024-06-03
1619,4699,71691.63,Processed,2025-03-21
1620,3401,85507.48,Processed,2025-03-08
1621,865,58253.26,Pending,2025-08-19
1622,4303,16450.92,Processed,2024-04-24
1623,3346,21054.34,Processed,2024-01-22
1624,3105,3036.52,Processed,2023-05-25
1625,1349,59778.02,Pending,2025-07-14
1626,4595,60603.56,Processed,2025-05-17
1627,1682,70174.74,Processed,2024-08-15
1628,3789,22970.31,Pending,2023-09-19
1629,4789,37392.5,Pending,2023-04-11
1630,2064,35789.42,Pending,2023-12-06
1631,1010,59905.84,Processed,2024-06-07
1632,158,68961.9,Processed,2025-02-21
1633,4588,31799.33,Pending,2025-09-13
1634,261,83259.14,Processed,2024-12-22
1635,576,83865.22,Pending,2024-09-12
1636,2601,43045.12,Processed,2025-02-01
1637,4454,54482.03,Pending,2023-05-06
1638,4602,34904.24,Pending,2024-08-24
1639,4499,14725.78,Processed,2025-09-10
1640,2605,16637.47,Processed,2024-04-24
1641,2349,83177.42,Processed,2023-07-24
1642,3009,17139.53,Pending,2025-04-21
1643,21,74733.72,Pending,2025-07-09
1644,539,2545.18,Processed,2025-09-17
1645,3310,39331.3,Processed,2025-05-25
1646,4383,17967.31,Processed,2025-06-26
1647,3128,78736.79,Processed,2025-03-28
1648,3386,12937.02,Pending,2023-05-02
1649,1609,87857.68,Processed,2025-04-30
1650,1238,11711.78,Pending,2024-01-21
1651,4323,45091.85,Processed,2024-05-16
1652,3396,72913.9,Pending,2024-10-13
1653,2515,18585.23,Pending,2024-12-14
1654,4005,31583.36,Pending,2023-02-18
1655,1195,19963.0,Pending,2023-04-17
1656,3377,3272.76,Pending,2023-03-10
1657,695,1137.53,Processed,2023-03-27
1658,1573,74675.88,Processed,2024-02-21
1659,2951,21388.02,Processed,2022-12-09
1660,391,88365.03,Processed,2023-05-29
1661,4570,56913.02,Pending,2023-09-26
1662,4189,87463.09,Processed,2023-04-08
1663,1252,14702.84,Processed,2024-07-28
1664,4748,78796.64,Pending,2023-10-20
1665,572,7116.91,Processed,2024-10-12
1666,2008,19826.73,Pending,2023-03-15
1667,834,85305.88,Pending,2023-07-26
1668,3248,25513.44,Processed,2023-09-04
1669,4896,60899.21,Pending,2024-08-05
1670,2755,2868.26,Pending,2025-01-12
1671,4273,16127.52,Processed,2023-12-28
1672,4422,88880.38,Pending,2024-11-17
1673,670,4947.97,Processed,2025-02-20
1674,335,32837.85,Pending,2024-08-04
1675,4280,8520.33,Pending,2024-12-20
1676,742,65583.81,Pending,2025-06-28
1677,4006,49550.06,Pending,2024-06-26
1678,2220,2837.85,Processed,2025-04-02
1679,4906,24875.24,Processed,2023-08-10
1680,873,83496.38,Pending,2024-12-03
1681,4287,51874.59,Processed,2025-04-26
1682,4364,21629.26,Processed,2024-10-14
1683,1560,86389.28,Pending,2024-04-13
1684,68,86673.39,Pending,2025-07-24
1685,3280,37757.7,Pending,2024-03-22
1686,3232,3471.95,Pending,2025-01-30
1687,1729,62285.61,Processed,2022-10-03
1688,163,10122.28,Processed,2023-11-15
1689,315,54474.75,Processed,2023-12-14
1690,3415,67901.03,Processed,2024-01-25
1691,1264,12405.97,Pending,2023-05-29
1692,3957,38072.2,Pending,2024-10-17
1693,4825,85769.19,Processed,2023-08-06
1694,3708,88016.5,Processed,2025-01-21
1695,475,75482.67,Processed,2023-03-15
1696,4937,22236.42,Processed,2023-11-27
1697,2274,32218.95,Processed,2025-03-25
1698,290,52161.85,Processed,2023-09-29
1699,834,77001.33,Pending,2025-06-07
1700,1048,50101.72,Processed,2025-01-14
1701,2558,9273.01,Pending,2025-09-02
1702,2486,12788.46,Processed,2023-04-27
1703,1942,89818.11,Processed,2024-05-29
1704,2802,26091.58,Pending,2023-12-06
1705,3494,7833.05,Processed,2025-03-06
1706,3530,33543.36,Processed,2025-04-10
1707,2025,88277.13,Pending,2024-04-20
1708,411,42785.14,Processed,2025-05-03
1709,788,44066.23,Processed,2023-11-10
1710,2702,86984.93,Pending,2024-12-23
1711,2046,28662.08,Pending,2023-02-18
1712,2558,33888.68,Processed,2025-04-06
1713,1395,15442.87,Pending,2025-09-18
1714,1876,58277.6,Pending,2025-03-02
1715,778,18026.14,Processed,2023-10-01
1716,333,20458.94,Processed,2023-08-21
1717,2243,76643.93,Pending,2023-09-21
1718,4451,56025.45,Processed,2023-12-30
1719,1803,51101.6,Pending,2023-06-14
1720,1514,84616.82,Processed,2022-10-17
1721,4835,66506.45,Pending,2024-08-07
1722,3012,3654.11,Pending,2024-07-27
1723,4180,80403.27,Processed,2024-12-30
1724,3895,54095.86,Processed,2024-04-20
1725,4894,1417.27,Pending,2024-11-03
1726,4126,3188.9,Pending,2023-07-01
1727,4568,49677.14,Processed,2023-03-10
1728,657,605.31,Pending,2024-09-15
1729,4762,260.11,Processed,2024-12-10
1730,73,39199.81,Processed,2023-02-15
1731,3437,31915.9,Pending,2024-05-28
1732,2489,52672.51,Processed,2025-07-27
1733,671,82420.13,Processed,2024-02-04
1734,3535,53950.87,Processed,2023-06-13
1735,3935,88650.96,Pending,2024-03-17
1736,3517,89004.48,Pending,2023-02-02
1737,908,16005.56,Processed,2024-12-05
1738,420,13777.16,Pending,2023-02-04
1739,2574,21361.97,Processed,2023-10-25
1740,2765,47345.09,Processed,2022-11-12
1741,743,65849.25,Processed,2024-08-15
1742,510,55931.23,Pending,2025-03-13
1743,4803,63793.9,Processed,2025-06-25
1744,1079,83672.47,Pending,2025-04-23
1745,4313,16267.61,Processed,2024-12-30
1746,705,15694.94,Processed,2022-10-25
1747,1688,57192.88,Pending,2023-02-09
1748,2150,14475.91,Processed,2025-07-03
1749,4498,78819.83,Pending,2025-06-06
1750,224,27569.84,Processed,2025-05-10
1751,403,72296.54,Pending,2025-08-06
1752,3266,52568.21,Pending,2025-09-13
1753,238,72541.83,Pending,2023-01-08
1754,1752,76623.71,Pending,2023-04-29
1755,3168,26486.58,Processed,2023-05-15
1756,4884,44287.77,Processed,2025-08-11
1757,4521,41639.61,Processed,2024-10-25
1758,575,56938.82,Processed,2023-12-28
1759,2905,57316.71,Processed,2023-03-29
1760,1900,67.19,Pending,2024-03-06
1761,2753,40874.05,Processed,2025-01-28
1762,3044,59795.55,Pending,2023-12-16
1763,3572,77469.74,Processed,2022-12-05
1764,384,74322.64,Pending,2022-10-08
1765,1976,15188.61,Processed,2024-08-26
1766,3937,774.24,Pending,2022-11-07
1767,4259,21194.6,Pending,2025-02-08
1768,6,55876.99,Processed,2023-05-02
1769,4795,42849.0,Pending,2024-07-16
1770,2181,39863.4,Processed,2025-06-22
1771,2295,59160.85,Processed,2024-05-06
1772,2606,9233.42,Processed,2024-06-04
1773,2441,40268.98,Pending,2024-04-01
1774,3392,81471.34,Processed,2024-02-22
1775,4874,88957.97,Processed,2025-04-17
1776,4086,37960.74,Pending,2024-05-04
1777,2872,83351.21,Pending,2023-02-15
1778,4713,30233.79,Processed,2023-01-01
1779,3449,88739.75,Processed,2023-12-19
1780,4171,73197.68,Pending,2024-03-19
1781,511,20247.33,Processed,2025-07-11
1782,4432,1717.92,Processed,2023-02-16
1783,2588,56933.44,Pending,2022-10-19
1784,4651,72132.69,Pending,2023-04-21
1785,4408,31277.28,Processed,2022-10-13
1786,3372,30377.3,Pending,2023-09-15
1787,361,16443.07,Processed,2023-12-31
1788,3280,69320.37,Processed,2023-06-30
1789,4685,16646.58,Processed,2024-10-08
1790,1019,32094.98,Processed,2023-11-20
1791,1157,21762.5,Processed,2023-02-02
1792,1880,1940.7,Processed,2024-10-31
1793,1665,30061.34,Processed,2022-12-30
1794,2359,82157.74,Processed,2023-01-24
1795,4594,23410.48,Pending,2025-03-09
1796,272,16350.18,Pending,2023-06-24
1797,1740,23796.01,Pending,2025-04-14
1798,3080,80235.8,Pending,2023-08-17
1799,168,79945.44,Processed,2024-01-25
1800,984,60546.1,Processed,2025-02-21
1801,760,80544.34,Processed,2023-02-11
1802,3072,36602.4,Pending,2025-07-16
1803,4129,85822.15,Processed,2024-01-23
1804,1239,13610.53,Pending,2025-09-15
1805,2807,64231.18,Processed,2025-04-06
1806,1550,38919.83,Processed,2024-10-23
1807,2452,43147.2,Processed,2022-12-25
1808,806,69910.83,Processed,2023-12-07
1809,2695,10450.78,Processed,2022-12-25
1810,1407,58684.87,Processed,2023-09-27
1811,1962,15212.11,Processed,2025-03-12
1812,4818,11783.86,Pending,2024-02-15
1813,611,28796.21,Processed,2023-01-22
1814,3535,77449.83,Processed,2024-10-05
1815,1803,17776.74,Processed,2025-06-13
1816,3950,1900.67,Processed,2024-06-30
1817,707,1216.0,Pending,2025-03-13
1818,1098,49483.14,Pending,2024-05-29
1819,2826,27245.15,Processed,2025-06-14
1820,4616,27151.93,Pending,2025-03-22
1821,828,43342.31,Pending,2022-11-16
1822,3383,77726.62,Processed,2024-11-29
1823,1025,84898.79,Pending,2025-05-29
1824,3866,15336.01,Pending,2023-05-21
1825,2996,80292.35,Processed,2023-11-12
1826,974,19622.24,Processed,2023-09-09
1827,1395,13092.61,Processed,2025-09-10
1828,2648,83058.37,Processed,2025-04-15
1829,2725,71374.67,Pending,2023-10-26
1830,3703,45414.82,Pending,2023-03-17
1831,4638,9481.19,Processed,2024-03-18
1832,4496,21389.42,Processed,2023-11-29
1833,3041,57420.77,Processed,2024-03-09
1834,3404,47796.64,Processed,2022-11-16
1835,3640,16623.86,Pending,2023-10-22
1836,3940,69696.18,Processed,2025-08-20
1837,3653,81851.9,Pending,2024-04-24
1838,4893,19790.27,Processed,2023-07-25
1839,1662,36935.67,Pending,2024-02-20
1840,4881,8866.74,Processed,2024-05-19
1841,3017,61625.0,Processed,2023-04-13
1842,4338,61029.1,Processed,2023-12-26
1843,16,52822.4,Pending,2025-04-15
1844,2187,52735.9,Processed,2025-05-27
1845,616,63658.79,Pending,2025-03-30
1846,3582,23596.87,Processed,2024-11-27
1847,2823,45384.72,Processed,2023-08-08
1848,3910,76722.97,Processed,2025-07-08
1849,3925,66495.66,Pending,2022-11-06
1850,4000,40520.01,Processed,2024-12-12
1851,4544,11471.5,Pending,2025-04-19
1852,3871,81297.14,Pending,2024-08-03
1853,484,7751.36,Pending,2025-08-29
1854,3485,89636.32,Pending,2025-05-08
1855,1964,46759.42,Pending,2023-10-18
1856,4534,37787.63,Pending,2023-10-27
1857,3956,44837.1,Processed,2024-05-12
1858,64,43847.95,Pending,2023-08-10
1859,1197,48594.0,Pending,2023-08-21
1860,393,47901.41,Pending,2023-07-19
1861,437,27015.82,Processed,2022-10-06
1862,1244,71856.71,Pending,2023-07-19
1863,1814,88312.44,Processed,2025-01-18
1864,267,46564.23,Processed,2023-09-15
1865,634,67349.03,Pending,2024-10-02
1866,664,5332.13,Processed,2024-11-22
1867,2709,54566.43,Processed,2023-07-18
1868,3580,76127.1,Processed,2022-12-27
1869,3707,21719.03,Processed,2023-10-04
1870,1789,21722.97,Pending,2024-01-24
1871,3653,64914.41,Processed,2024-09-23
1872,3672,69716.3,Pending,2023-03-28
1873,3544,39227.95,Processed,2023-09-13
1874,1239,46321.42,Pending,2024-06-24
1875,3721,80059.13,Processed,2024-02-20
1876,2614,64910.76,Processed,2024-07-01
1877,4612,53183.61,Processed,2025-05-26
1878,3635,49321.97,Pending,2022-11-28
1879,919,52701.93,Processed,2025-04-05
1880,1855,83198.64,Pending,2023-07-12
1881,836,31337.04,Pending,2024-04-09
1882,4233,89403.14,Pending,2022-11-16
1883,3950,44746.79,Pending,2024-12-27
1884,758,16433.31,Pending,2024-10-18
1885,4769,86628.29,Pending,2023-01-30
1886,2943,68488.48,Pending,2023-08-13
1887,3024,58920.4,Pending,2025-03-01
1888,2253,11501.35,Processed,2024-10-27
1889,1099,26400.28,Pending,2025-05-02
1890,2875,10391.87,Pending,2024-11-02
1891,4441,83783.43,Pending,2025-09-08
1892,3586,37645.72,Processed,2023-08-10
1893,2282,3333.14,Pending,2023-02-03
1894,3190,8872.43,Processed,2024-05-12
1895,1079,62215.92,Processed,2023-01-07
1896,2694,7869.88,Pending,2025-04-23
1897,575,32683.87,Pending,2023-09-17
1898,743,55041.49,Processed,2025-06-28
1899,3241,24052.95,Processed,2023-12-15
1900,4433,62456.97,Pending,2024-11-18
1901,627,66052.23,Pending,2025-03-21
1902,1946,28498.2,Pending,2024-10-20
1903,3232,21860.53,Processed,2024-09-25
1904,2066,56811.03,Processed,2024-07-16
1905,2666,22074.34,Pending,2023-06-07
1906,812,45589.88,Pending,2024-02-03
1907,2384,48377.78,Processed,2024-05-07
1908,2988,12717.97,Processed,2024-05-05
1909,4274,28352.85,Pending,2024-01-02
1910,502,51399.92,Processed,2023-09-24
1911,3720,79178.4,Processed,2025-04-10
1912,2176,41539.62,Processed,2023-05-08
1913,4687,66645.46,Pending,2025-06-28
1914,3889,4899.22,Pending,2025-08-10
1915,2220,35329.09,Pending,2023-01-05
1916,2731,64082.29,Pending,2023-05-24
1917,473,72393.51,Processed,2025-02-16
1918,2354,52645.79,Processed,2024-11-11
1919,1141,88693.18,Processed,2024-08-08
1920,4354,69296.1,Processed,2024-06-27
1921,2779,77417.74,Processed,2023-01-30
1922,764,63421.52,Processed,2024-01-12
1923,1429,44689.69,Pending,2023-05-26
1924,334,58150.65,Processed,2024-03-23
1925,3329,54985.27,Processed,2024-03-28
1926,1904,84430.69,Pending,2024-12-31
1927,575,37317.49,Processed,2025-08-22
1928,4141,20279.03,Processed,2024-03-02
1929,4173,45357.98,Pending,2024-03-30
1930,3863,45211.63,Processed,2022-10-05
1931,3234,50853.15,Pending,2023-10-25
1932,2117,45916.11,Processed,2022-11-16
1933,1431,75078.06,Pending,2022-09-29
1934,2003,5507.41,Pending,2025-08-15
1935,2546,33623.89,Pending,2022-09-22
1936,4076,82259.93,Pending,2022-12-23
1937,233,65473.04,Processed,2025-04-09
1938,1397,56918.41,Pending,2022-10-01
1939,4916,13276.26,Pending,2025-07-26
1940,3988,58036.73,Pending,2024-10-04
1941,1492,18302.33,Processed,2023-01-31
1942,3496,80018.22,Processed,2025-02-22
1943,330,32945.35,Processed,2023-02-23
1944,3087,74696.41,Pending,2024-11-04
1945,2999,42213.76,Processed,2025-07-27
1946,4613,17698.64,Processed,2025-08-26
1947,49,38634.25,Pending,2024-12-30
1948,64,1183.34,Pending,2025-02-24
1949,1589,10994.79,Processed,2023-09-24
1950,3069,85516.01,Pending,2023-09-04
1951,1463,75834.44,Pending,2023-08-24
1952,2687,21276.27,Pending,2022-12-16
1953,3413,50387.5,Processed,2023-06-28
1954,3609,40945.34,Pending,2023-12-07
1955,3996,10569.01,Processed,2023-03-16
1956,1204,24450.55,Pending,2023-11-13
1957,977,38411.61,Processed,2022-12-23
1958,4849,53693.43,Pending,2023-10-17
1959,178,88808.36,Pending,2024-06-08
1960,2271,45339.84,Pending,2023-08-05
1961,1989,18109.51,Pending,2024-01-31
1962,1276,19514.54,Processed,2024-09-20
1963,1803,39369.42,Processed,2022-11-09
1964,4489,18188.17,Processed,2022-10-02
1965,913,47787.22,Processed,2023-06-13
1966,2077,88774.5,Processed,2024-08-15
1967,791,56535.19,Processed,2023-11-22
